artist,name,song,person,sentence,year,highestRank
OutKast,Mary,Elevators (Me & You),True,"Passes getting thrown like Hail Mary's, and they looking like Halle Berry's",1996.0,12.0
OutKast,Toni,Elevators (Me & You),True,"Me and the crew, we pimps like '82, me and you like Tony Toni Tone",1996.0,12.0
OutKast,Tony,Elevators (Me & You),True,"Me and the crew, we pimps like '82, me and you like Tony Toni Tone",1996.0,12.0
OutKast,Sally,Idlewild Blue (Don'tchu Worry 'Bout Me),True,Sally don't you worry bout me,2006.0,100.0
OutKast,Antwan,Jazzy Belle,True,Steadily calling me Antwan,1997.0,52.0
OutKast,Belle,Jazzy Belle,True,But now it's real Jazzy Belle,1997.0,52.0
OutKast,Bo,Jazzy Belle,True,Even Bo knew that you got poked,1997.0,52.0
OutKast,Andre,Rosa Parks,True,"Andre, got to her station here's my destination",1998.0,55.0
OutKast,Caroline,Roses,True,Caroline!,2004.0,9.0
OutKast,Anne,"So Fresh, So Clean",True,"I love who you are, love who you ain't; you're so Anne Frank",2001.0,30.0
OutKast,Freddie,"So Fresh, So Clean",True,"Teddy Pendergrass, cooler than Freddie Jackson",2001.0,30.0
OutKast,Jack,"So Fresh, So Clean",True,I'mma show you how to wild out like Jack Tripper,2001.0,30.0
OutKast,Noah,"So Fresh, So Clean",True,"Like Noah's, I get two's of youse and you get pretty 'D'",2001.0,30.0
OutKast,Omar,"So Fresh, So Clean",True,"My nigga Bongo hooked it up, Omar gon' dip my rims today",2001.0,30.0
OutKast,Rick,"So Fresh, So Clean",True,"Rick James'n, no chains and whips",2001.0,30.0
OutKast,Teddy,"So Fresh, So Clean",True,"Teddy Pendergrass, cooler than Freddie Jackson",2001.0,30.0
OutKast,Dusty,Southernplayalisticadillacmuzik,True,Time to drop these 'bows like Dusty Rhodes,1994.0,74.0
Owl City & Carly Rae Jepsen,Prince,Good Time,True,What's up with this Prince song inside my head?,2012.0,8.0
Ozark Mountain Daredevils,Jackie,Jackie Blue,True,"Ooh, Jackie",1975.0,3.0
P. Diddy Featuring The Neptunes,Branson,Diddy,True,So Branson pass me a jar,2001.0,66.0
P. Diddy Featuring The Neptunes,Brenda,Diddy,True,That's when I met this chick named Brenda,2001.0,66.0
P. Diddy Featuring The Neptunes,Sean,Diddy,True,My mom calls me Sean,2001.0,66.0
P.M. Dawn,Venus,Downtown Venus,True,I'm Downtown Venus,1995.0,48.0
P.M. Dawn,Joni,Looking Through Patient Eyes,True,"Joni help me, I think I'm falling.",1993.0,6.0
P.M. Dawn,Christina,Set Adrift On Memory Bliss,True,"Christina Applegate, you gotta put me on.",1991.0,1.0
P.M. Dawn,Dawn,Set Adrift On Memory Bliss,True,"I wanted her to be a big PM Dawn fan,",1991.0,1.0
P.M. Dawn,Mercy,Sometimes I Miss You So Much (Dedicated To The Christ Consciousness),True,Mercy's right...,1995.0,95.0
P.O.D.,Johnny,Youth Of The Nation,True,Johnny boy always played the fool,2002.0,28.0
Panic! At The Disco,Mona Lisa,The Ballad Of Mona Lisa,True,"Woah, Mona Lisa,",2011.0,89.0
Panic! At The Disco,Steve,Victorious,True,"Skin as cool as Steve McQueen, let me be your killer king",2016.0,89.0
Paper Lace,Billy,Billy - Don't Be A Hero,True,I looked across and there I saw Billy,1974.0,96.0
Paper Lace,Al,The Night Chicago Died,True,When a man named Al Capone,1974.0,1.0
Paperboy,Jody,Ditty,True,"And just like Jody Watley, baby girl, I can have you",1992.0,10.0
Paperboy,Sam,Ditty,True,I'm finally taxin' more play than homey Sam,1992.0,10.0
Parliament,Ali,Chocolate City,True,And don't be surprised if Ali is in the White House,1975.0,94.0
Parliament,Aretha,Chocolate City,True,"And Miss Aretha Franklin, the First Lady",1975.0,94.0
Parliament,Gary,Chocolate City,True,"We've got Newark, we've got Gary",1975.0,94.0
Parliament,Ike,Chocolate City,True,"Reverend Ike, Secretary of the Treasure",1975.0,94.0
Parliament,James,Chocolate City,True,Tell 'em to make sure they got their James,1975.0,94.0
Parliament,Richard,Chocolate City,True,"Richard Pryor, Minister of Education",1975.0,94.0
Parliament,Stevie,Chocolate City,True,"Stevie Wonder, Secretary of Fine Arts",1975.0,94.0
Pat Boone,Rosita,Speedy Gonzales,True,"\Hey Rosita - I hafta go shopping downtown for my mother""",1962.0,6.0
Pat Green,Romeo,Feels Just Like It Should,True,Maybe Romeo gets the girl this time,2006.0,80.0
Patsy Cline,Sue,When I Get Thru With You (You'll Love Me Too),True,You think you love Sue,1962.0,53.0
Patsy Cline,Susie,When I Get Thru With You (You'll Love Me Too),True,Poor Susie will have to go,1962.0,53.0
Paul Anka,May,Goodnight My Love,True,May tomorrow be sunny and bright,1969.0,27.0
Paul Anka,Jim,Hello Jim,True,"Hello, Jim, what do you say?",1963.0,97.0
Paul Anka,Tom,Hello Young Lovers,True,When I think of Tom,1960.0,23.0
Paul Anka,Heaven,Love Me Warm And Tender,True,"Heaven sings, heaven rings, on your wings we will fly away",1962.0,12.0
Paul Anka,Diana,Remember Diana,True,Everybody remembers Diana,1963.0,39.0
Paul McCartney & Wings,Sam,Band On The Run,True,And the jailer man and sailor Sam,1974.0,1.0
Paul McCartney & Wings,Helen,Helen Wheels,True,"Helen, hell on wheels",1973.0,10.0
Paul McCartney & Wings,Kendal,Helen Wheels,True,And the Kendal freeway's fast,1973.0,10.0
Paul McCartney & Wings,Sam,Helen Wheels,True,Sam he came from Birmingham,1973.0,10.0
Paul Simon,Gus,50 Ways To Leave Your Lover,True,"Hop on the bus, Gus",1975.0,1.0
Paul Simon,Lee,50 Ways To Leave Your Lover,True,"Just drop off the key, Lee",1975.0,1.0
Paul Simon,Roy,50 Ways To Leave Your Lover,True,Roy,1975.0,1.0
Paul Simon,Stan,50 Ways To Leave Your Lover,True,"Make a new plan, Stan",1975.0,1.0
Paul Simon,Lincoln,Duncan,True,"Lincoln Duncan is my name,",1972.0,52.0
Paul Simon,Julio,Me And Julio Down By The Schoolyard,True,"See you, me and Julio",1972.0,22.0
Paul Simon,Dolores,Slip Slidin' Away,True,He said Dolores,1977.0,5.0
Paul Simon,Sonny,The Obvious Child,True,We had a little son and we thought we'd call him Sonny,1990.0,92.0
Paul Simon,Al,You Can Call Me Al,True,You can call me Al,1986.0,23.0
Paul Simon,Betty,You Can Call Me Al,True,I can call you Betty,1986.0,23.0
Paul Wall,James,Girl,True,You ridin' shotgun in the James Bond Benz,2006.0,35.0
Paul Wall Featuring Big Pokey,Archie,Sittin' Sidewayz,True,I'm out that Swisha House with Archie Lee and Couda Bang,2005.0,93.0
Paul Wall Featuring Big Pokey,Don,Sittin' Sidewayz,True,"Sensei, Don Key,",2005.0,93.0
Paul Wall Featuring Big Pokey,Hank,Sittin' Sidewayz,True,"I'm with that Big Bank Hank, that Poppi Joe and Box",2005.0,93.0
Paul Wall Featuring Big Pokey,Joe,Sittin' Sidewayz,True,"I'm with that Big Bank Hank, that Poppi Joe and Box",2005.0,93.0
Paul Wall Featuring Big Pokey,Paul,Sittin' Sidewayz,True,"It's Paul Wall baby, I got it made",2005.0,93.0
Paul Wall Featuring Big Pokey,Scott,Sittin' Sidewayz,True,"Raised on Scott and Yellow, when I blaze...",2005.0,93.0
Paul Wall Featuring Jermaine Dupri,Chester,I'm Throwed,True,"I'm cool as a ocean breeze; like Chester, I'm chasin' cheese",2007.0,87.0
Paul Wall Featuring Jermaine Dupri,Franklin,I'm Throwed,True,Stackin' Franklin and Grants from south bank to spring grass,2007.0,87.0
Paul Wall Featuring Jermaine Dupri,Steve,I'm Throwed,True,"Now, to broads I'm a sharp-shooter like Steve",2007.0,87.0
Paul Wall Featuring Lil' KeKe,Derek,Break 'Em Off,True,Similar to Derek Jeter,2007.0,72.0
Paul Wall Featuring Lil' KeKe,Don,Break 'Em Off,True,"Swisha House, Young Don, capital TF",2007.0,72.0
Paul Wall Featuring Lil' KeKe,Mac,Break 'Em Off,True,"Young gangsta, Mac game, sharper than a thumbtack",2007.0,72.0
Paul Wall Featuring Lil' KeKe,Paul,Break 'Em Off,True,"Paul Wall money, dat's expensive taste",2007.0,72.0
Paul Wall Featuring Lil' KeKe,Tracy,Break 'Em Off,True,Maneuverin' thru the traffic like I'm Tracy McGrady,2007.0,72.0
Paula Abdul,Heaven,Rush Rush,True,Heaven knows,1991.0,1.0
Paula Cole,John,Where Have All The Cowboys Gone?,True,Where is my John Wayne?,1997.0,8.0
Paula DeAnda Featuring Bow Wow,Carter,Easy,True,"I go by the name Carter, I got more plaques than tartar",2007.0,64.0
Paula DeAnda Featuring Bow Wow,Paula,Easy,True,Number one spot: Wayne and Paula,2007.0,64.0
Paula DeAnda Featuring Bow Wow,Tony,Easy,True,"Young Wayne, Tony Montana",2007.0,64.0
Paula DeAnda Featuring Bow Wow,Wayne,Easy,True,"Young Wayne, Tony Montana",2007.0,64.0
Peaches & Herb,Heaven,I Pledge My Love,True,Heaven has sent you it's love that I feel,1980.0,19.0
Peggy Lee,Julie,Fever,True,"He said, \Julie baby you're my flame\""""",1958.0,8.0
Peggy Lee,Juliet,Fever,True,Romeo loved Juliet,1958.0,8.0
Peggy Lee,Romeo,Fever,True,Romeo loved Juliet,1958.0,8.0
Pentatonix,David,Hallelujah,True,That David played and it pleased the Lord,2016.0,23.0
Pentatonix,Mary,Little Drummer Boy,True,Mary nodded,2013.0,13.0
Percy Sledge,Maria,My Special Prayer,True,"Ave Maria, I was singing with all my heart",1969.0,93.0
Perry Como,Annie,Love Makes The World Go 'Round,True,Who fell in love with Annie who was eight feet tall!,1958.0,33.0
Pet Shop Boys,Joe,West End Girls,True,"Who do you think you are, Joe Stalin",1986.0,1.0
Pete Rock,Pete,They Reminisce Over You (T.R.O.Y.),True,Pete rock and cl smooth for '92,1992.0,58.0
Peter And Gordon,Richard,Nobody I Know,True,Richard Brautigan,1964.0,12.0
Peter Gabriel,Andre,Games Without Frontiers,True,"Andre has a red flag, Chiang Ching's is blue",1980.0,48.0
Peter Gabriel,Britt,Games Without Frontiers,True,"Suki plays with Leo, Sacha plays with Britt",1980.0,48.0
Peter Gabriel,Hans,Games Without Frontiers,True,"Hans plays with Lotte, Lotte plays with Jane",1980.0,48.0
Peter Gabriel,Jane,Games Without Frontiers,True,"Hans plays with Lotte, Lotte plays with Jane",1980.0,48.0
Peter Gabriel,Leo,Games Without Frontiers,True,"Suki plays with Leo, Sacha plays with Britt",1980.0,48.0
Peter Sarstedt,Marie-Claire,Where Do You Go To (My Lovely),True,So look into my face Marie-Claire,1969.0,70.0
Peter Sarstedt,Juan,Where Do You Go To (My Lovely),True,You go to Juan-les-Pines,1969.0,70.0
Peter Sarstedt,Marlene,Where Do You Go To (My Lovely),True,You talk like Marlene Dietrich,1969.0,70.0
Peter Schilling,Tom,Major Tom (Coming Home),True,Doch Major Tom,1983.0,14.0
Peter Tosh,Johnny,Johnny B. Goode,True,Where lived a country boy named Johnny B.,1983.0,84.0
Petula Clark,Columbus,Round Every Corner,True,When Columbus sailed away to other shores,1965.0,21.0
Pharoahe Monch,Brooklyn,Simon Says,True,Brooklyn in the back shooting craps now what's up,1999.0,97.0
Pharoahe Monch,Simon,Simon Says,True,Simon says get the fuck up,1999.0,97.0
Pharrell Featuring Gwen Stefani,Nelly,Can I Have It Like That,True,Flying like a bird like Nelly Furtado,2005.0,49.0
Pharrell Williams,Sunshine,Happy,True,"Sunshine she's here, you can take away",2014.0,1.0
Phil Collins,Billy,Don't Lose My Number,True,"Billy, Billy don't you lose my number",1985.0,4.0
Phil Vassar,Carlene,Carlene,True,Carlene was the valedictorian,2000.0,45.0
Phil Vassar,Amy,Last Day Of My Life,True,"You know Amy was his only love,",2006.0,47.0
Phil Vassar,Bobby,Last Day Of My Life,True,I just left Bobby's house:,2006.0,47.0
Philly's Most Wanted,Franklin,Cross The Border,True,More Franklin's than Kirk,2001.0,98.0
Philly's Most Wanted,Kirk,Cross The Border,True,More Franklin's than Kirk,2001.0,98.0
Philly's Most Wanted,Ray,Cross The Border,True,Only feel comfortable around Ray Charles and Stevie,2001.0,98.0
Philly's Most Wanted,Stevie,Cross The Border,True,Only feel comfortable around Ray Charles and Stevie,2001.0,98.0
Pia Mia Featuring Chris Brown & Tyga,Chelsea,Do It Again,True,"I'm all about your Lately Chelsea high Handler, handle her",2015.0,71.0
Pia Mia Featuring Chris Brown & Tyga,Marcia,Do It Again,True,"With the long blonde hair, that's Marcia Brady",2015.0,71.0
Pia Mia Featuring Chris Brown & Tyga,Tom,Do It Again,True,"Used to throw it to me, like Tom Brady",2015.0,71.0
Pink,Britney,Don't Let Me Get Me,True,Tired of being compared to damn Britney Spears,2002.0,8.0
Pink,Jessica,So What,True,And gave to Jessica Simp-,2008.0,1.0
Pink Floyd,Jack,Money,True,I'm all right Jack keep your hands off of my stack,1973.0,13.0
Pistol Annies,Billy,Hell On Heels,True,"Poor ol' Billy, bless his heart",2011.0,55.0
Pistol Annies,Jim,Hell On Heels,True,"Then there's Jim, I almost forgot",2011.0,55.0
Pistol Annies,Joe,Hell On Heels,True,Got a GTO from one named Joe,2011.0,55.0
Pitbull,Ray,Back In Time,True,"And fought blind against the world, Ray Charles",2012.0,11.0
Pitbull,Jay,Bojangles,True,Where them schools got classics like Jay-Z's,2006.0,91.0
Pitbull,John,Bojangles,True,ass John Doe,2006.0,91.0
Pitbull,Juan,Bojangles,True,PequeÒo Juan,2006.0,91.0
Pitbull,Alejandro,"Bon, Bon",True,"Aprende una vela no soy Alejandro Fernando Roberto,",2010.0,61.0
Pitbull,Fernando,"Bon, Bon",True,"Aprende una vela no soy Alejandro Fernando Roberto,",2010.0,61.0
Pitbull,Roberto,"Bon, Bon",True,"Aprende una vela no soy Alejandro Fernando Roberto,",2010.0,61.0
Pitbull,Alfred,I Know You Want Me (Calle Ocho),True,"Watch him make a movie like Alfred Hitchcock, ha enjoy me",2009.0,2.0
Pitbull,Brooke,Pause,True,"Brooke, Maria y la amiga de ella",2011.0,73.0
Pitbull,Maria,Pause,True,"Brooke, Maria y la amiga de ella",2011.0,73.0
Pitbull & Ne-Yo,Mariah,Time Of Our Lives,True,"Look like Mariah, I took another shot",2014.0,9.0
Pitbull Featuring Akon,Martin,Shut It Down,True,"My life's a movie, call me Martin Scorsese",2009.0,42.0
Pitbull Featuring Chris Brown,Enrique,Fun,True,"Co-headlining, on tour, with Enrique",2015.0,40.0
Pitbull Featuring Christina Aguilera,Christina,Feel This Moment,True,Christina Aguilera,2013.0,8.0
Pitbull Featuring Christina Aguilera,Rick,Feel This Moment,True,And made 'em slicker than Slick Rick the Ruler,2013.0,8.0
Pitbull Featuring Lil Jon,John,Culo,True,"Pitbull, Lil John",2004.0,32.0
Pitbull Featuring Lil Jon,Trina,Culo,True,"Mami got her ass and thighs like Trina and J-LO, multiplied.",2004.0,32.0
Pitbull Featuring Lil Jon,Bill,Krazy,True,Hillary with no Bill,2008.0,30.0
Pitbull Featuring Lil Jon,Britney,Krazy,True,Britney with no drama,2008.0,30.0
Pitbull Featuring Lil Jon,Jay,Krazy,True,Jay Z no cash,2008.0,30.0
Pitbull Featuring Lil Jon,Joe,Krazy,True,Fat Joe no Pun,2008.0,30.0
Pitbull Featuring Lil Jon,Jon,Krazy,True,Lil Jon no crunk,2008.0,30.0
Pitbull Featuring Marc Anthony,Marc,Rain Over Me,True,"Mr worldwide, Marc Anthony, t˙ sabes",2011.0,30.0
"Pitbull Featuring Ne-Yo, Afrojack & Nayer",Lindsay,Give Me Everything,True,I got it locked up like Lindsay Lohan,2011.0,1.0
Pitbull Featuring Shakira,Ali,Get It Started,True,"No Ali, no Frasier, but for now it's off to Malaysia",2012.0,89.0
Pitbull Featuring Shakira,Tom,Get It Started,True,"Big news, Pitbull, Tom Cruise, Mumbai",2012.0,89.0
Pitbull Featuring TJR,Joel,Don't Stop The Party,True,"Even if you don't, Joel come yankees",2012.0,17.0
Plain White T's,Delilah,Hey There Delilah,True,"Hey there, Delilah",2007.0,1.0
Pleasure P.,Ricky,Did You Wrong,True,And pleasure p without Pretty Ricky,2008.0,90.0
Poison,Jesus,Something To Believe In,True,He tells me to believe in Jesus,1990.0,4.0
Poison,Bret,Your Mama Don't Dance,True,"We're just about to move thinkin' umm, Bret, this is a breeze",1989.0,10.0
Post Malone,Davis,White Iverson,True,Like I'm Davis from New Orleans,2015.0,14.0
Post Malone Featuring Quavo,Ben,Congratulations,True,Nothing but old Ben-Ben Franklins,2016.0,32.0
Pretty Ricky,Ricky,Grind With Me,True,Pretty Ricky pretty boy,2005.0,7.0
Pretty Ricky,Ricky,On The Hotline,True,Say Pretty Ricky Ricky Ricky say Pretty Ricky Ricky Ricky,2007.0,12.0
Pretty Ricky,Benjamin,Your Body,True,Look in the duffel bag see Benjamin heads on the cash,2005.0,12.0
Prince,Lawrence,Partyman,True,Lawrence,1989.0,18.0
Prince,Annie,Sign O The Times,True,Hurricane Annie ripped the ceiling of a church and killed everyone inside,1987.0,3.0
Prince,Adam,The Greatest Romance Ever Sold,True,What was the real reason that Adam never left Eve?,1999.0,63.0
Prince,Eve,The Greatest Romance Ever Sold,True,What was the real reason that Adam never left Eve?,1999.0,63.0
Prince And The Revolution,Wendy,Kiss,True,Little girl Wendy's parade,1986.0,1.0
Prince And The Revolution,Johnson,Raspberry Beret,True,Down by old man Johnson's farm,1985.0,2.0
Prince Royce,Royce,Darte Un Beso,True,Royce,2013.0,78.0
Prince Royce Featuring Jennifer Lopez & Pitbull,Royce,Back It Up,True,Royce,2015.0,92.0
Psychedelic Furs,Caroline,Pretty In Pink,True,"Caroline laughs, and it's raining all day",1986.0,41.0
Public Announcement Featuring LeLe,John,John Doe,True,We're both guilty of the John Doe crime,2001.0,95.0
Public Enemy,Jack,Can't Truss It,True,Cause the wickedness done by Jack,1991.0,50.0
Public Enemy,King,Can't Truss It,True,King and chief probably had a big beef,1991.0,50.0
Public Enemy,Sam,Can't Truss It,True,Here I am turn it over Sam,1991.0,50.0
Puff Daddy,Crystal,Victory,True,"Oops Crystal keep spillin' shit, you overdid it homes",1998.0,19.0
Puff Daddy,Francis,Victory,True,"Francis, M to the iz-H phenomenal",1998.0,19.0
Puff Daddy,Frank,Victory,True,Frank White,1998.0,19.0
Puff Daddy,Frankie,Victory,True,"The most shady, Frankie baby, fantastic",1998.0,19.0
Puff Daddy,Jackson,Victory,True,"Anyone, Tyson, Jordan, Jackson",1998.0,19.0
Puff Daddy,Jordan,Victory,True,"Anyone, Tyson, Jordan, Jackson",1998.0,19.0
Puff Daddy,Mike,Victory,True,"Real sick, brawl nights, I perform like Mike",1998.0,19.0
Puff Daddy,Rob,Victory,True,"Black Rob joined the Mob, it ain't no replacin' him",1998.0,19.0
Puff Daddy,Tyson,Victory,True,"Anyone, Tyson, Jordan, Jackson",1998.0,19.0
Puff Daddy Featuring Mario Winans,Jesus,Best Friend,True,"Here was my Lord Jesus Christ, my best friend again, come on",2000.0,59.0
Pure Prairie League,Amie,Amie,True,Amie what you want to do?,1975.0,27.0
Q-Tip,Victoria,Breathe And Stop,True,"Mild mannered mami's in Victoria thongs, uh",2000.0,71.0
Q-Tip,Ben,Vivrant Thing,True,Sweeter than Ben &amp; Jerry,1999.0,26.0
Q-Tip,Jerry,Vivrant Thing,True,Sweeter than Ben &amp; Jerry,1999.0,26.0
Quad City DJ's,Michelle,C'mon N' Ride It (The Train),True,"Michelle, Tamika and Tanya",1996.0,3.0
Quad City DJ's,Tamika,C'mon N' Ride It (The Train),True,"Michelle, Tamika and Tanya",1996.0,3.0
Quad City DJ's,Tanya,C'mon N' Ride It (The Train),True,"Michelle, Tamika and Tanya",1996.0,3.0
Queen,Steve,Another One Bites The Dust,True,"Steve walks warily down the street,",1980.0,1.0
Queen,Kennedy,KILLER QUEEN,True,For Kruschev and Kennedy,1975.0,12.0
Queen,Marie,KILLER QUEEN,True,Just like Marie Antoinette,1975.0,12.0
Queen Pen Featuring Teddy Riley,Jack,Man Behind The Music,True,Oh Jack you're swingin',1997.0,84.0
Queen Pen Featuring Teddy Riley,Nick,Man Behind The Music,True,"Ask St. Nick, about the repertoire",1997.0,84.0
Queen Pen Featuring Teddy Riley,Queen,Man Behind The Music,True,"With Queen Pen, now it's hot to death",1997.0,84.0
Queen Pen Featuring Teddy Riley,Teddy,Man Behind The Music,True,Now Teddy jam for me one time,1997.0,84.0
"Queen Pen Featuring Teddy Riley, Nutta Butta, Markell",Lee,Party Ain't A Party,True,"Tell my brother Tah Lee, I'll be back, yeah",1998.0,74.0
"Queen Pen Featuring Teddy Riley, Nutta Butta, Markell",Lou,Party Ain't A Party,True,"That's Pretty Lou and Spigg Nice, so watch my jacket",1998.0,74.0
Queens Of The Stone Age,Heaven,No One Knows,True,Heaven smiles above me,2002.0,51.0
Quicksilver Messenger Service,Arlene,Who Do You Love,True,"Come on Arlene, take me by the hand,",1969.0,91.0
R. Kelly,Wayne,Happy People,True,DJ Wayne Williams put the record on,2004.0,19.0
R. Kelly,Henry,Step In The Name Of Love,True,"Dedicated to Uncle Henry Love, thank you",2003.0,9.0
R. Kelly,Al,Summer Bunnies,True,"I saw my boy Big Al, said Just keep it straight",1994.0,55.0
R. Kelly,Sadie,Summer Bunnies,True,"So step up to 'em and say, we love you sweet Sadie",1994.0,55.0
R. Kelly,Tamika,Summer Bunnies,True,"My homie, Tamika invited us to a block party",1994.0,55.0
R. Kelly,Jacob,Thoia Thoing,True,I'm frozen thanks to Jacob the jeweler,2003.0,13.0
R. Kelly,Remy,Thoia Thoing,True,After the Remy we were doing the thing,2003.0,13.0
R. Kelly,Tyrone,When A Woman's Fed Up,True,Now I'm at this telephone booth calling Tyrone,1998.0,22.0
R. Kelly Featuring 2 Chainz,Benjamin,My Story,True,"Whoa, big face Benjamin's",2013.0,89.0
R. Kelly Featuring 2 Chainz,Jesus,My Story,True,Showed her the Jesus piece now she got the Holy Ghost,2013.0,89.0
R. Kelly Featuring Jay-Z,Floyd,Fiesta,True,Floyd getchu higher than that ecstasy,2001.0,6.0
R. Kelly Featuring Jay-Z,Kelly,Fiesta,True,"Gotcha man sayin' \Kelly have you seen her?\""""",2001.0,6.0
R. Kelly Featuring Jay-Z,Kisha,Fiesta,True,Got Kisha yellin' from that up and down sizzle,2001.0,6.0
R. Kelly Featuring Jay-Z,Tasha,Fiesta,True,"I met a broad named Tasha, in the 'burbs",2001.0,6.0
R. Kelly Featuring Keri Hilson,Keri,Number One,True,"Sex that we're having here girl, oh, Keri",2009.0,59.0
R.E.M.,Ollie,Drive,True,"Ollie, Ollie",1992.0,28.0
R.E.M.,Lenny,It's The End Of The World As We Know It (And I Feel Fine),True,And Lenny Bruce is not afraid,1988.0,69.0
R.E.M.,Leonard,It's The End Of The World As We Know It (And I Feel Fine),True,"Mountains sit in a line, Leonard Bernstein",1988.0,69.0
R.E.M.,Lester,It's The End Of The World As We Know It (And I Feel Fine),True,"Leonid Brezhnev, Lenny Bruce and Lester Bangs",1988.0,69.0
R.E.M.,Andy,Man On The Moon,True,Andy Kaufman in the wrestling match,1993.0,30.0
R.E.M.,Charles,Man On The Moon,True,Mister Charles Darwin had the gall to ask,1993.0,30.0
R.E.M.,Elvis,Man On The Moon,True,"Andy are you goofing on Elvis, hey, baby?",1993.0,30.0
R.E.M.,Fred,Man On The Moon,True,Mister Fred Blassie in a breakfast mess,1993.0,30.0
R.E.M.,Moses,Man On The Moon,True,Moses went walking with the staff of wood,1993.0,30.0
R.E.M.,Newton,Man On The Moon,True,Newton got beaned by the apple good,1993.0,30.0
R.E.M.,Peter,Man On The Moon,True,Here's a truck stop instead of Saint Peter's,1993.0,30.0
R.E.M.,Kenneth,"What's The Frequency, Kenneth?",True,"\What's the frequency Kenneth?\"" is your Benzedrine",1994.0,21.0
R.E.M.,Richard,"What's The Frequency, Kenneth?",True,"Richard said, \Withdrawal in disgust is not the same as apathy\""""",1994.0,21.0
Rae Sremmurd,Michael,Look Alive,True,Michael Jackson moonwalkin',2016.0,72.0
Rae Sremmurd,Lee,No Flex Zone,True,"Swae Lee, Lee Swae, it's the same difference",2014.0,36.0
Rae Sremmurd,Jordan,No Type,True,Bitch I ball like Jordan and I play full court,2014.0,16.0
Rae Sremmurd,Kim,No Type,True,Wanna be Kim Kardashian,2014.0,16.0
Rae Sremmurd,Pat,This Could Be Us,True,"Learned from Project Pat, pimpin', got a masters",2015.0,49.0
Rae Sremmurd,Tracy,This Could Be Us,True,I ball like Tracy McGrady,2015.0,49.0
Rae Sremmurd Featuring Gucci Mane,John,Black Beatles,True,Rockin John Lennon lenses like to see 'em spread eagle,2016.0,1.0
Rae Sremmurd Featuring Gucci Mane,Mike,Black Beatles,True,"Rae Sremm, Guwop, Mike WiLL!",2016.0,1.0
Rae Sremmurd Featuring Gucci Mane,Paul,Black Beatles,True,"Black Beatle, bitch, me and Paul McCartney related",2016.0,1.0
Rae Sremmurd Featuring Gucci Mane,Rae,Black Beatles,True,"Rae Sremm, Guwop, Mike WiLL!",2016.0,1.0
Rae Sremmurd Featuring Nicki Minaj & Young Thug,Nicki,Throw Sum Mo,True,"Somethin' like Nicki's, dancin' like Maliah",2015.0,30.0
Ram Jam,Betty,Black Betty,True,"Whoa, Black Betty",1977.0,18.0
Rampage Featuring Billy Lawrence,Charlie,Take It To The Streets,True,I hear Charlie,1997.0,34.0
Rampage Featuring Billy Lawrence,Earl,Take It To The Streets,True,"Ramp's in, call me Earl, uh",1997.0,34.0
Rampage Featuring Billy Lawrence,Jada,Take It To The Streets,True,"Sweet potato, kid crusader, I want a shorty like Jada",1997.0,34.0
Randy Newman & Paul Simon,Eddie,The Blues,True,He's gonna tell you 'bout his best friend Eddie,1983.0,51.0
Randy Travis,Heaven,Three Wooden Crosses,True,"Why there's not four of them, Heaven only knows",2003.0,31.0
Rascal Flatts,George,Rewind,True,Try to talk George Strait into giving us an encore,2014.0,38.0
Rascal Flatts,Sara Beth,Skin (Sarabeth),True,Sara Beth is scared to death,2005.0,42.0
Rascal Flatts,Jean,These Days,True,Jean ain't that the song,2002.0,23.0
Rascal Flatts,Norma,These Days,True,Norma,2002.0,23.0
Ray Charles,Eleanor,Eleanor Rigby,True,Eleanor Rigby picks up the rice in the church where a wedding has been,1968.0,35.0
Ray Charles,Georgia,Georgia On My Mind,True,"Georgia, Georgia,",1960.0,1.0
Ray Charles,Joe,I've Got News For You,True,Claimed it was from uncle Joe.,1961.0,66.0
Ray Charles,Ray,Let The Good Times Roll,True,Ray Charles's in town,1960.0,78.0
Ray Charles,Ruby,Ruby,True,"They say, Ruby you're like a dream",1960.0,28.0
Ray Charles & Betty Carter,Betty,Baby It's Cold Outside,True,"Betty, it's cold outside",1962.0,91.0
Ray Price,Danny,Danny Boy,True,"Oh, Danny boy, the pipes, the pipes are calling",1967.0,60.0
Ray Stevens,Sam,Along Came Jones,True,A bad gunslinger called Salty Sam was chasin' poor Sweet Sue,1969.0,27.0
Ray Stevens,Sue,Along Came Jones,True,A bad gunslinger called Salty Sam was chasin' poor Sweet Sue,1969.0,27.0
Ray Stevens,Bill,Bridget The Midget (The Queen Of The Blues),True,"I said, \Bill I ain't havin' a real good time\""""",1970.0,50.0
Ray Stevens,Jesus,Everything Is Beautiful,True,Jesus loves the little children,1970.0,1.0
Ray Stevens,Freddie,Freddie Feelgood (And His Funky Little Five Piece Band),True,I'm talking 'bout Freddie Feelgood,1966.0,91.0
Ray Stevens,Percy,Freddie Feelgood (And His Funky Little Five Piece Band),True,Cat named Percy,1966.0,91.0
Ray Stevens,Tyrone,Freddie Feelgood (And His Funky Little Five Piece Band),True,They got a fellow named Tyrone,1966.0,91.0
Ray Stevens,Chet,Gitarzan,True,He ordered Chet's guitar course C.O.D.,1969.0,8.0
Ray Stevens,Jane,Gitarzan,True,He's got a girl named Jane,1969.0,8.0
